Mesh ID,Generic name,Common name,Synonyms,Tree
D000900,Cefotaxime,Cefotaxime,"Ru 24756|Cefotaxime|Kendrick|Ru24756|HR 756|Biosint|Ru-24756|Benaxima|Klaforan|Cefradil|Fotexina|Claforan|Cephotaxim|HR-756|Primafen|Cefotaxime Sodium|HR756|Taporin|Cefotaxim|Sodium, Cefotaxime",D02.065.589.099.249.190.190|D03.633.100.300.249.190.190|D02.886.665.074.190.190
D000900,Cefoxitin,Cefoxitin,"MK306|Mefoxin|Méfoxin|Mefoxitin|Cefoxitin Sodium|Cefoxitin|Sodium, Cefoxitin|MK 306|MK-306",D03.633.100.300.249.250.222|D02.886.665.074.250.222|D02.065.589.099.249.250.222
D000900,Cefsulodin,Cefsulodin,"SCE 129|CGP7174E|Cefsulodin Monosodium Salt|Cefsulodin|Monaspor|CGP 7174 E|SCE-129|Sodium, Cefsulodin|SCE129|Abbott 46811|CGP-7174-E|Pyocefal|Cefsulodin Sodium|Monosodium Salt, Cefsulodin",D02.886.665.074.185|D02.065.589.099.249.185|D03.633.100.300.249.185
D000097911,Ceftazidime,Ceftazidime,"Pyridinium, 1-((7-(((2-amino-4-thiazolyl)((1-carboxy-1-methylethoxy)imino)acetyl)amino)-2-carboxy-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)-, inner salt, pentahydrate, (6R-(6alpha,7beta(Z)))-|Fortum|LY139381|Ceftazidime Pentahydrate|GR-20263|Ceftazidime Anhydrous|Tazidime|LY-139381|LY 139381|GR 20263|Fortaz|GR20263|Ceftazidime",D02.886.665.074.210.150|D03.633.100.300.249.210.150|D02.065.589.099.249.210.150
D000097911,Ceftriaxone,Ceftriaxone,"Rocefalin|Ro-13-9904|Ceftriaxone Sodium|Ro139904|Ceftrex|Ceftriaxona LDP Torlan|Longacef|Tacex|Rocephine|Ro 13 9904|Ceftriaxon Hexal|Cefaxona|Ceftriaxone Irex|Benaxona|Rocephin|Ro 139904|Terbac|Ceftriaxone|Cefatriaxone|Lendacin|Ceftriaxone, Disodium Salt, Hemiheptahydrate|Ro13 9904|Ro13-9904|Longaceph|Ceftriaxona Andreu|Rocefin|Ceftriaxone, Disodium Salt|Anhydrous Ceftriaxone Sodium|Ceftriaxon|Ceftriaxone Sodium, Anhydrous|Ceftriaxon Curamed|Ro 13-9904",D02.886.665.074.190.190.155|D02.065.589.099.249.190.190.155|D03.633.100.300.249.190.190.155
D000900,Cefuroxime,Cefuroxime,Cefuroxime|Ketocef|Zinacef|Cephuroxime,D02.886.665.074.188|D03.633.100.300.249.188|D02.065.589.099.249.188
D002475,Cellobiose,Cellobiose,Cellobiose|4 O beta D Glucopyranosyl D glucopyranose|4-O-beta-D-Glucopyranosyl-D-glucopyranose,D09.698.365.180.180|D09.698.629.305.200|D09.947.750.200
D002480,Cellulase,Cellulase,"Endo 1,4 beta Glucanase|beta-1,4-Glucan-4-Glucanohydrolase|Cellulase|Endoglucanase A|Endoglucanase C|Endoglucanase E|Endoglucanase|Endoglucanase IV|Endoglucanase Y|Endo-1,4-beta-Glucanase|Cellulysin|beta 1,4 Glucan 4 Glucanohydrolase",D08.811.277.450.420.200.200
D006490,"Cellulose, Oxidized","Cellulose, Oxidized","Cellulose, Absorbable|Cellulosic Acid|Oxycellulose|Absorbable Cellulose|Cellulose, Oxidized|Oxidized Cellulose|Oxycel|Carboxycellulose",D05.750.078.562.180.200|D09.698.365.180.200
D004965,Centchroman,Centchroman,Compound 6720|Compound 67-20|Compound 67 20|Centchroman,D03.633.100.150.240.225|D03.383.663.283.240.225
D002491,Central Nervous System Agents,Central Nervous System Agents,Central Nervous System Drugs|Central Nervous System Agents,D27.505.954.427
D002492,Central Nervous System Depressants,Central Nervous System Depressants,"Central Nervous System Depressants|Depressants, CNS|CNS Depressants",D27.505.696.277|D27.505.954.427.210
D018697,Meclofenoxate,Meclofenoxate,Cerutil|Cetrexin|Meclofenoxate|Atsefen|Centrophenoxine|Helfergin|Meclofenoxate Hydrochloride,D02.241.511.316.495|D02.241.081.018.386.682.875
D000900,Cephacetrile,Cephacetrile,"Sodium, Cephacetrile|Cefacetrile|C 36278 Ba|C-36278-Ba|Cephacetrile|Cephacetrile Sodium|C36278Ba|Celospor",D03.633.100.300.249.190|D02.886.665.074.190|D02.065.589.099.249.190
D000900,Cephalexin,Cephalexin,"Cephalexin Monohydrochloride, Monohydrate|Cephalexin Hydrochloride|Cefalexin|Cephalexin Monohydrochloride|Cephalexin Hemihydrate|Cephalexin, (6R-(6alpha,7beta))-Isomer|Ceporexine|Cephalexin, Monosodium Salt, (6R-(6alpha,7beta))-Isomer|Cephalexin Monohydrate|5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-((aminophenylacetyl)amino)-3-methyl-8-oxo-, (6R-(6alpha,7beta(R*)))-|Cephalexin, (6R-(6alpha,7beta(S*)))-Isomer|Cephalexin Dihydride|Cephalexin|Palitrex|Cephalexin, Monosodium Salt|Cephalexin, (6R-(6alpha,7alpha(R*)))-Isomer",D03.633.100.300.249.200|D02.065.589.099.249.200|D02.886.665.074.200
D000900,Cephaloglycin,Cephaloglycin,"Cephaloglycine|Cephaloglycin Dihydrate|Dihydrate, Cephaloglycin|Cephaloglycin|Cefaloglycin",D02.065.589.099.249.200.180|D02.886.665.074.200.180|D03.633.100.300.249.200.180
D000900,Cephaloridine,Cephaloridine,Cefaloridine|Ceporin|Cephaloridin|Cephalomycine|Cephaloridine,D02.065.589.099.249.210|D02.886.665.074.210|D03.633.100.300.249.210
D065093,Cephalosporinase,Cephalosporinase,"Cephalexin Amidase|Cephalosporin Amido-beta-Lactam Hydrolase|Amido-beta-Lactam Hydrolase, Cephalosporin|beta-Lactamase II|beta Lactamase II|Cephalosporin beta-Lactamase|Cephalosporin beta Lactamase|Cephalosporinase|Cephalosporin Amido beta Lactam Hydrolase|Amidase, Cephalexin|Hydrolase, Cephalosporin Amido-beta-Lactam|beta-Lactamase, Cephalosporin",D08.811.277.087.180.229
D000900,Cephalosporins,Cephalosporins,"Antibiotics, Cephalosporin|Antibiotic, Cephalosporin|Cephalosporin Antibiotic|Cephalosporins|Cephalosporin|Acids, Cephalosporanic|Cephalosporin Antibiotics|Cephalosporanic Acid|Cephalosporanic Acids|Acid, Cephalosporanic",D02.065.589.099.249|D02.886.665.074|D03.633.100.300.249
D000900,Cephalothin,Cephalothin,"Monosodium Salt, Cephalothin|Sodium Cephalothin|Cefalotina Normon|Cephalothin, Sodium|Seffin|Cephalothin|Keflin|Ceftina|Salt, Cephalothin Monosodium|Cefalotin|Cefalotina Sodica Spaly|Cephalothin Monosodium Salt",D02.065.589.099.249.190.210|D02.886.665.074.190.210|D03.633.100.300.249.190.210
D000900,Cephamycins,Cephamycins,"Cephamycin Antibiotics|Cephamycin|Cephamycins|Antibiotics, Cephamycin",D02.886.665.074.250|D03.633.100.300.249.250|D02.065.589.099.249.250
D000900,Cephapirin,Cephapirin,"BLP 1322|Salt, Cephapirin Monosodium|Cefapirin|Brisfirina|Cephapirin, Sodium|Cephapirin Sodium|Cephapirin Monosodium Salt|Monosodium Salt, Cephapirin|Cefadyl|BL-P 1322|BL P 1322|Céfaloject|Sodium Cephapirin|Cephapirin",D02.065.589.099.249.190.230|D02.886.665.074.190.230|D03.633.100.300.249.190.230
D000900,Cephradine,Cephradine,"Kelsef|Cephradine, Non Stoichiometric Hydrate|Maxisporin|Septacef|SQ11436|Nicef|Cefradine|SQ-11436|Anspor|Dexef|Dihydrate, Cephradine|Non-Stoichiometric Hydrate Cephradine|SQ 11436|Velocef|Sefril|Cephradine|Cephradine, Non-Stoichiometric Hydrate|Velosef|Zeefra Gé|Cephradine Dihydrate",D02.065.589.099.249.200.185|D03.633.100.300.249.200.185|D02.886.665.074.200.185
D002517,Galactosylgalactosylglucosylceramidase,Galactosylgalactosylglucosylceramidase,"Trihexosidase, Ceramide|Ceramide Trihexosidase|Galactosylgalactosylglucosylceramidase",D08.811.277.450.410.150
D007966,Cerebroside-Sulfatase,Cerebroside-Sulfatase,"Cerebroside Sulfatase|Sulfatase, Sulfatidate|Sulfatidate Sulfatase|Arylsulfatase A|Cerebroside-Sulfatase",D08.811.277.352.827.070.250
D002554,Cerebrosides,Cerebrosides,Cerebrosides,D10.570.877.360.612.200.250|D02.065.313.250|D10.390.470.675.200.250|D09.400.410.420.525.200.250
D002565,Cerium,Cerium,Cerium,D01.552.550.399.249|D01.268.558.362.249
D002565,Cerium Radioisotopes,Cerium Radioisotopes,"Cerium Radioisotopes|Radioisotopes, Cerium",D01.496.749.185|D01.268.558.362.249.500.300|D01.496.156.300|D01.552.550.399.249.500.300
D002570,Ceruloplasmin,Ceruloplasmin,"Ceruloplasmin Oxidase|Oxidase, Ceruloplasmin|Caeruloplasmin|alpha(2)-Ceruloplasmin|Ferroxidase I|Ceruloplasmin|Ferroxidase, Ceruloplasmin|Ceruloplasmin Ferroxidase|Ferroxidase",D12.776.157.160|D12.776.556.151|D12.776.124.790.106.214|D12.776.124.050.130|D08.811.682.226|D12.776.377.715.085.214
D002588,Cesium,Cesium,Caesium|Cesium 133|Caesium-133|Caesium 133|Cesium-133|Cesium,D01.268.549.125|D01.552.544.165|D01.552.528.160|D01.268.556.165
D002588,Cesium Radioisotopes,Cesium Radioisotopes,"Radioisotopes, Cesium|Cesium Radioisotopes",D01.552.544.165.500.300|D01.268.556.165.500.300|D01.268.549.125.500.300|D01.496.749.190|D01.496.180.300|D01.552.528.160.500.300
D002593,Cetrimonium Compounds,Cetrimonium Compounds,"Cetyltrimethylammonium Compounds|Compounds, Cetyltrimethylammonium|Compounds, Cetrimonium|Cetrimonium Compounds|Cetrimides",D02.092.877.883.111|D02.675.276.190
D003902,Cetylpyridinium,Cetylpyridinium,"Sterogenol|Catamium|Cetylyre|Cetylpyridium|Biosept|Hexadecylpyridinium|Cetylpyridinium Chloride Anhydrous|Pyrisept|Chloride, Ceepryn|Ceepryn Chloride|Chloride Anhydrous, Cetylpyridinium|Dobendan|Cetylpyridinium|Angifonil|Chloride, Cetylpyridinium|Cetamium|Pristacin|Cetylpyridinium Chloride|Merocets|Anhydrous, Cetylpyridinium Chloride",D03.383.725.762.232
D002595,Cevanes,Cevanes,"Cevane Alkaloids|Alkaloids, Cevane|Cevanes",D03.132.920.256|D03.633.400.256
D002599,Chalcone,Chalcone,"Benzalacetophenone|Chalcone|Benzylideneacetophenone|1,3 Diphenyl 2 Propen 1 One|Chalkone|1,3-Diphenyl-2-Propen-1-One",D02.522.818.222.500|D03.633.100.150.266.450.221.500
D000931,Charcoal,Charcoal,"Adsorba|Charcodote|Charcoal, Activated|Kohle-Compretten|Charcoal|Actidose-Aqua|Actidose|Activated Charcoal|Insta-Char|Kohle-Pulvis|Kohle-Hevert|Kohle-Tabletten Boxo-Pharm|Norit|Ultracarbon|Formocarbine|CharcoAid|Charbon|CharcoCaps|Carbomix|Liqui-Char",D01.268.150.150
D007502,Chelating Agents,Chelating Agents,"Chelator|Chelating Agent|Agents, Metal Chelating|Metal Chelating Agents|Antagonists, Metal|Chelators|Complexons|Chelating Agents, Metal|Metal Antagonists|Agents, Chelating|Chelating Agents|Agent, Chelating",D27.720.832.500|D27.505.519.914.500
D002629,Chemosterilants,Chemosterilants,Chemosterilants,D27.888.723.141|D27.720.031.700.141
D005765,Chenodeoxycholic Acid,Chenodeoxycholic Acid,"Quenobilan|Acid, Chenodeoxycholic|Chenodeoxycholic Acid|Chenique Acid|Acid, Gallodesoxycholic|Quenocol|Chenodeoxycholate, Sodium|Acid, Chenique|Gallodesoxycholic Acid|Chenodeoxycholate|Chenofalk|Sodium Chenodeoxycholate|Acid, Chenic|Chenophalk|Henohol|Chenix|Chenic Acid|Chenodiol",D04.210.500.221.430.342.300|D04.210.500.105.225.272.150
D002687,Chitin Synthase,Chitin Synthase,"Chitin UDP Acetylglucosaminyltransferase|Chitin Synthase|trans-N-Acetylglucosaminosylase|trans N Acetylglucosaminosylase|Acetylglucosaminyltransferase, Chitin-UDP|Chitin-UDP Acetylglucosaminyltransferase|Chitin Synthase 1|Chitin Synthetase 2",D08.811.913.400.450.460.200
D002688,Chitinases,Chitinases,Chitinase|Endochitinase|Chitinases,D08.811.277.450.207
D006993,Chloral Hydrate,Chloral Hydrate,"Chloral Hydrate|Noctec|Hydrate, Chloral",D02.033.455.250.130
D018686,Chloralose,Chloralose,Chloralose|alpha Chloralose|Glucochloralose|Glucochloral|Anhydroglucochloral|alpha-Chloralose|beta Chloralose|beta-Chloralose,D02.033.455.250.130.150|D09.408.348.150
D018906,Chlorambucil,Chlorambucil,"4-(Bis(2-chloroethyl)amino)benzenebutanoic Acid|N,N-Di-(2-chloroethyl)-p-aminophenylbutyric Acid|CB 1348|Chlorbutin|NSC-3088|Amboclorin|CB-1348|Chlorambucil|CB1348|NSC3088|Lympholysin|NSC 3088|Leukeran|Chloraminophene",D02.455.526.728.650.156
D011500,Chloramphenicol,Chloramphenicol,Cloranfenicol|Ophthochlor|Detreomycin|Amphenicol|Amphenicols|Chlornitromycin|Syntomycin|Chloromycetin|Chlorocid|Chloramphenicol|Kloramfenikol|Levomycetin,D02.455.426.559.389.565.175|D02.640.529.175|D02.033.455.706.300
D005659,Chloranil,Chloranil,"Vulklor|Coversan|2,3,5,6-Tetrachloro-1,4-benzoquinone|Spergon|Tetrachloro-1,4-benzoquinone|Chloranil|Tetrachloro 1,4 benzoquinone|Reranil",D02.806.250.210
D007306,Chlordan,Chlordan,gamma Chlordane|gamma-Chlordane|Chlordan|Chlordane,D02.455.526.439.180
D018757,Chlordiazepoxide,Chlordiazepoxide,"7-Chloro-2-methylamino-5-phenyl-3H-1,4-benzodiazepine-4-oxide|Monohydrochloride, Chlordiazepoxide|Chlordiazepoxide Hydrochloride|Methaminodiazepoxide|Perchlorate, Chlordiazepoxide|Hydrobromide, Chlordiazepoxide|7 Chloro N methyl 5 phenyl 3H 1,4 benzodiazepin 2 amine 4 oxide|7-Chloro-N-methyl-5-phenyl-3H-1,4-benzodiazepin-2-amine 4-oxide|Chlordiazepoxide Monohydrochloride|7 Chloro 2 methylamino 5 phenyl 3H 1,4 benzodiazepine 4 oxide|Chlozepid|Chlordiazepoxide Perchlorate|Hydrochloride, Chlordiazepoxide|Elenium|Chlordiazepoxide|Chlordiazepoxide Hydrobromide|Librium",D03.633.100.079.080.150
D056810,Chlorfenvinphos,Chlorfenvinphos,Birlane|Clofenvinfos|Chlorfenvinphos|Dermaton|Chlorphenvinphos,D02.705.400.120
D009067,Chlorhexidine,Chlorhexidine,"Chlorhexidine Hydrochloride|Sebidin A|Acetate, Chlorhexidine|Novalsan|MK 412A|Chlorhexidine|Tubulicid|MK-412A|Chlorhexidine Acetate|Hydrochloride, Chlorhexidine|MK412A",D02.078.370.141.100
D002711,Chloride Peroxidase,Chloride Peroxidase,"Chloroperoxidase|Peroxidase, Chloride|Chloride Peroxidase",D08.811.682.732.360
D002712,Chlorides,Chlorides,"Chlorides|Ion Level, Chloride|Level, Chloride Ion|Chloride Ion Level|Chloride",D01.248.497.158.215|D01.210.450.150
D018733,Chlorisondamine,Chlorisondamine,"Chlorisondamine Chloride|Ecolid|Dichloride, Chlorisondamine|Chloride, Chlorisondamine|Chlorisondamine Dichloride|Chlorisondamine",D03.633.100.513.249|D02.675.276.200|D02.092.877.883.222
D003280,Chlormadinone Acetate,Chlormadinone Acetate,"Chlormadinone Acetate, (9 beta,10 alpha)-Isomer|Neo Eunomin|Chlormadinone Acetate|NeoEunomin|Pregna-4,6-diene-3,20-dione, 17-(acetyloxy)-6-chloro-|Neo-Eunomin|Chlormadinon Acetate|Chlormadinone",D04.210.500.883.294|D04.210.500.745.432.144
D010937,Chlormequat,Chlormequat,"Chloride, Chlormequat|Chlorocholine Chloride|Chloride, Chlorocholine|Chlorinecolinchloride|Cycocel|Chlormequat Chloride|Chlormequat",D02.092.877.883.277|D02.675.276.207
D002717,Chlormerodrin,Chlormerodrin,Chlormeroprin|3 Chloromercuri 2 methoxypropylurea|3-Chloromercuri-2-methoxypropylurea|Chlormerodrin|Promeran,D02.691.750.100.229
D018757,Chlormethiazole,Chlormethiazole,Chlormethiazole|Distraneurin|Clomethiazole,D03.383.129.708.180|D02.886.675.180
D014151,Chlormezanone,Chlormezanone,Chlormethazanone|Chlormezanone,D02.886.665.150|D03.383.855.150
D013665,omega-Chloroacetophenone,omega-Chloroacetophenone,alpha Chloroacetophenone|omega Chloroacetophenone|3' Chloroacetophenone|omega-Chloroacetophenone|Chloracetophenone|Chloroacetophenone|3'-Chloroacetophenone|2-Chloroacetophenone|2-Chloro-1-phenylethanone|alpha-Chloroacetophenone|2 Chloroacetophenone|Mace|2 Chloro 1 phenylethanone,D02.522.120.575
D002722,Chlorobenzenes,Chlorobenzenes,Chlorobenzenes,D02.455.426.559.389.261|D02.455.526.439.202
D002723,Chlorobenzoates,Chlorobenzoates,"Chlorobenzoates|Acids, Chlorobenzoic|Chlorobenzoic Acids",D02.455.426.559.389.127.250|D02.241.223.100.200
D011310,Chlorobutanol,Chlorobutanol,"Anhydrous Chlorobutanol|Acetonchloroform|Chlorbutol|Chloretone|Chlorobutanol, Anhydrous|Trichlorbutanol|Chlorobutanol",D02.033.415.110.220|D02.033.260.220|D10.289.110.220
D012997,Chloroform,Chloroform,Trichloromethane|Chloroform,D02.455.526.439.224|D02.455.526.913.810
D002726,Chlorogenic Acid,Chlorogenic Acid,"Chlorogenic Acid|3-Caffeoylquinic Acid|3 Caffeoylquinic Acid|Acid, Chlorogenic|Acid, 3-Caffeoylquinic",D02.241.223.268.220|D02.241.223.200.185
D000963,Proguanil,Proguanil,"Chloriguane|Chloroguanide Hydrochloride|Chlorguanid|Paludrine|Paludrin|Bigumal|Chloroguanide|Hydrochloride, Proguanil|Proguanil|Proguanil Hydrochloride|Hydrochloride, Chloroguanide",D02.078.370.141.710
D013439,Chloromercuribenzoates,Chloromercuribenzoates,Chloromercuribenzoates,D02.241.223.100.500.261|D02.241.223.100.200.311|D02.455.426.559.389.127.500.261|D02.455.426.559.389.127.250.311|D02.691.750.740.644.261
D013439,Chloromercurinitrophenols,Chloromercurinitrophenols,Chloromercurinitrophenols,D02.691.750.740.225
D013439,4-Chloromercuribenzenesulfonate,4-Chloromercuribenzenesulfonate,"Chloromercuribenzene p sulphonic Acid|PCMPS|4 Chloromercuribenzenesulfonate|Chloromercuriphenylsulfonate|Chloromercuribenzene-p-sulphonic Acid|Chloromercuribenzenesulfonate|4-Chloromercuribenzenesulfonate|p-Chloromercuriphenylsulphonate|p Chloromercuriphenylsulphonate|PCMBS|Acid, Chloromercuribenzene-p-sulphonic",D02.455.426.559.389.097.150|D02.886.645.600.080.050.100.100|D02.691.750.740.220
D002733,Chlorophenols,Chlorophenols,Chlorophenol|Hydroxychlorobenzenes|Chlorophenols,D02.455.426.559.389.657.190|D02.455.426.559.389.261.190
D010788,Chlorophyll,Chlorophyll,Phyllobilins|Chlorophyll|Chlorophyll 740,D04.345.783.374|D03.633.400.909.374|D03.383.129.578.840.374
D002735,Chlorophyllides,Chlorophyllides,Chlorophyllides|Chlorophyllide,D03.383.129.578.840.374.180|D03.633.400.909.374.180|D04.345.783.374.180
D002737,Chloroprene,Chloroprene,Chloroprene,D02.455.326.271.665.146.280
D018501,Chloroquine,Chloroquine,"Chloroquine Sulphate|Chloroquine|Arechine|Chlorochin|Sulfate, Chloroquine|Arequin|Nivaquine|Khingamin|Aralen|Chloroquine Sulfate|Chingamin|Sulphate, Chloroquine",D03.633.100.810.050.180
D000563,Chloroquinolinols,Chloroquinolinols,Chloroquinolinols,D03.633.100.810.350.625.250
D049993,Chlorothiazide,Chlorothiazide,Chlorothiazide,D03.633.100.174.261|D02.886.590.700.135.261|D02.886.655.500.261
D018931,Chlorotrianisene,Chlorotrianisene,Chlorotrianisene,D02.455.426.559.389.150.700.100
D009125,Chlorphenesin,Chlorphenesin,Chlorphenesin,D02.033.455.706.345
D018926,Chlorpheniramine,Chlorpheniramine,"Chlor-Tripolon|Chlorprophenpyridamine|Chlorpheniramine|Chlortab-4|Chlorspan 12|Chlorphenamine|Efidac 24|Chlorpro|Aller-Chlor|Antihistaminico Llorens|Chlor-100|Cloro-Trimeton|Chlo-Amine|Kloromin|Tannate, Chlorpheniramine|Maleate, Chlorpheniramine|Chlorpheniramine Tannate|Chlor-Trimeton|Chlorpheniramine Maleate|Teldrin|Piriton",D03.383.725.620.150
D013566,Chlorphentermine,Chlorphentermine,"Hydrochloride, Chlorphentermine|Chlorphentermine|Avipron|Pre-Sate|Desopimon|Chlorphentermine Hydrochloride",D02.092.471.683.152.766.262
D018492,Chlorpromazine,Chlorpromazine,"Propaphenin|Fenactil|Largactil|Chlorpromazine|Chlorpromazine Hydrochloride|Chlordelazine|Contomin|Chlorazine|Aminazine|Hydrochloride, Chlorpromazine|Thorazine",D02.886.369.198|D03.633.300.783.198
D007004,Chlorpropamide,Chlorpropamide,Diabinese|Meldian|Clorpropamid|Insogen|Chlorpropamide|Apo-Chlorpropamide|Glucamide,D02.065.950.828.283|D02.886.590.700.090.040|D02.455.426.559.389.085.040|D02.065.884.060.040|D02.886.590.795.283
D010937,Chlorpropham,Chlorpropham,Isopropyl N-(3-Chlorophenol)carbamate|CIPC|Chlorpropham,D02.241.081.251.583.177
D018492,Chlorprothixene,Chlorprothixene,Chlorprotixen|Chlorprothixene|Taractan,D03.633.300.953.704.250|D02.886.952.250
D000890,Chlorquinaldol,Chlorquinaldol,"Chloroquinaldol|Chlorquinaldol|5,7 Dichloro 2 methyl 8 quinolinol|5,7-Dichloro-2-methyl-8-quinolinol|Afungil|Chlorchinaldine|Sterosan|Chlorchinaldol",D03.633.100.810.350.625.250.260
D011500,Chlortetracycline,Chlortetracycline,"Aureocyclin|Chlortetracycline, Calcium Salt|Biomycin|Chlortetracycline Monohydrochloride|Bisulfate, Chlortetracycline|Salt Chlortetracycline, Calcium|Chlortetracycline Bisulfate|Chlortetracycline, 4 Epimer|4-Epimer Chlortetracycline|Chlortetracycline Hydrochloride|Chlortetracycline|Calcium Salt Chlortetracycline|Aureomycin|Chlortetracycline Sulfate (1:1)|Hydrochloride, Chlortetracycline|Chlortetracycline, 4-Epimer|Aureomycine|Chlorotetracycline|Chlortetracycline Sulfate (2:1)|Monohydrochloride, Chlortetracycline",D04.615.562.900.146|D02.455.426.559.847.562.900.146
D049993,Chlorthalidone,Chlorthalidone,Thalitone|Chlorthalidone|Chlorphthalidolone|Oxodoline|Chlortalidone|Phthalamudine|Hygroton,D02.886.590.700.090.050|D02.886.590.700.365|D02.455.426.559.389.134.500|D02.478.600.500|D02.065.884.060.050|D03.633.100.513.750.500|D02.455.426.559.389.085.050|D02.522.223.500
D009125,Chlorzoxazone,Chlorzoxazone,Parafon|Chlorzoxazone|Paraflex|Parafon Forte DSC,D03.633.100.221.346
D002756,Cholagogues and Choleretics,Cholagogues and Choleretics,"Cholagogues|Choleretics|Cholagogues and Choleretics|Cholagogues, Choleretics|Choleretics and Cholagogues|Hydrocholeretics",D27.505.954.483.508
D002757,Cholanes,Cholanes,Cholanes,D04.210.500.221
D000077264,Cholecalciferol,Cholecalciferol,"(3 beta,5Z,7E)-9,10-Secocholesta-5,7,10(19)-trien-3-ol|Cholecalciferols|Cholecalciferol|Calciol|Vitamin D 3|Vitamin D3",D04.210.500.247.808.146|D04.210.500.812.768.196|D04.210.500.247.222.159|D10.570.938.146
D002770,Cholenes,Cholenes,Cholenes,D04.210.500.221.263
D011042,Cholera Toxin,Cholera Toxin,"Cholera Toxin|Cholera Toxin Subunit A|Choleragenoid|Cholera Toxin B|Cholera Toxin Protomer B|Cholera Toxin A Subunit|Cholera Exotoxin|Choleragen|Toxin, Cholera|Cholera Enterotoxin CT|Cholera Toxin A|Enterotoxin CT, Cholera|Cholera Toxin Subunit B|Exotoxin, Cholera|Procholeragenoid|Toxin B, Cholera|Toxin A, Cholera|Cholera Toxin B Subunit|Cholera Toxin Protomer A",D08.811.913.400.725.115.180|D23.946.330.150|D23.946.123.194
D002774,Cholestadienes,Cholestadienes,Cholestadienes,D04.210.500.247.222.222
D002775,Cholestadienols,Cholestadienols,Cholestadienols,D04.210.500.247.222.222.347
D002776,Cholestanes,Cholestanes,Cholestanes,D04.210.500.247
D002777,Cholestanols,Cholestanols,"Hydroxycholestane|Cholestanols|Alcohols, Bile|Bile Alcohol|Alcohol, Bile|Hydroxycholestanes|Bile Alcohols",D04.210.500.247.100
